user_id,event_id,event_type,event_sub_event,event_average_rating,adjusted_attendance_rate,clicks,user_encoded,event_encoded,event_type_encoded,event_sub_event_encoded
U0SP5E4,E10C100,Concerts,Cultural,4.11,0.577,209.1,103,54,0,2
U0SP5E4,E09C100,Concerts,Cultural,3.38,0.911,254.0,103,48,0,2
U0SP5E4,E12M100,Sketching,Competition,4.2,0.411,130.3,103,68,6,1
U0SP5E4,E11M142,Poster Making,Competition,3.61,0.769,232.7,103,63,4,1
U0SP5E4,E06M100,Sketching,Competition,3.18,0.621,21.7,103,32,6,1
U8WYUB7,E03M142,Poster Making,Competition,5.0,0.373,45.6,1235,15,4,1
U8WYUB7,E09R100,Webinar,Career,4.15,0.705,68.9,1235,52,8,0
U8WYUB7,E10R100,Webinar,Career,4.8,0.534,126.6,1235,58,8,0
U8WYUB7,E11T100,Reload,Technical,4.42,0.912,255.3,1235,65,5,3
UP93MVZ,E08M100,Sketching,Competition,4.55,0.587,110.4,3563,44,6,1
UP93MVZ,E03M100,Sketching,Competition,3.43,0.728,199.8,3563,14,6,1
UP93MVZ,E07R100,Webinar,Career,4.21,0.773,215.7,3563,40,8,0
UP93MVZ,E11T100,Reload,Technical,3.39,0.694,180.0,3563,65,5,3
URD2HFD,E06T100,Reload,Technical,5.0,0.688,113.6,3829,35,5,3
U1K23X2,E11T100,Nimbus,Technical,4.8,0.684,177.3,229,65,2,3
U1K23X2,E08R100,Webinar,Career,4.02,0.768,109.3,229,46,8,0
U1K23X2,E11C121,Poetry,Cultural,4.58,0.452,34.3,229,61,3,2
U41BM8C,E12T100,Nimbus,Technical,3.77,0.683,297.9,570,71,2,3
U41BM8C,E12M142,Poster Making,Competition,4.26,0.437,46.9,570,69,4,1
U41BM8C,E05C100,Garba Night,Cultural,4.18,0.358,31.0,570,24,1,2
UY4O2KY,E01T100,Reload,Technical,4.4,0.684,264.8,4738,5,5,3
UKZQ06J,E04C100,Concerts,Cultural,4.14,0.651,97.5,2941,18,0,2
UKZQ06J,E03R100,Webinar,Career,4.26,0.783,198.6,2941,16,8,0
UKZQ06J,E09T100,Reload,Technical,3.95,0.603,105.4,2941,53,5,3
UN2OZ61,E05M142,Poster Making,Competition,5.0,0.768,123.5,3240,27,4,1
UEEIXT1,E04C121,Poetry,Cultural,4.29,0.373,86.0,2047,19,3,2
UEEIXT1,E10T100,Speed,Technical,3.34,0.705,109.5,2047,59,7,3
UEEIXT1,E03R100,Webinar,Career,4.26,0.501,129.1,2047,16,8,0
UA7ETUB,E08R100,Webinar,Career,4.26,0.503,218.9,1431,46,8,0
UA7ETUB,E01C100,Garba Night,Cultural,4.25,0.643,158.3,1431,0,1,2
UFNA4IP,E08R100,Webinar,Career,2.89,0.647,283.6,2206,46,8,0
UFNA4IP,E05C121,Poetry,Cultural,4.08,0.643,22.1,2206,25,3,2
UZR5WSF,E03R100,Webinar,Career,3.8,0.585,155.9,4964,16,8,0
U4H9SS7,E06M100,Sketching,Competition,3.9,0.483,179.4,629,32,6,1
U4H9SS7,E07T100,Nimbus,Technical,4.87,0.759,276.9,629,41,2,3
U4H9SS7,E10M100,Sketching,Competition,3.65,0.351,24.3,629,56,6,1
UVTM1XU,E10T100,Nimbus,Technical,3.3,0.718,176.3,4427,59,2,3
UVGPDIP,E04R100,Webinar,Career,4.01,0.669,257.6,4374,22,8,0
UVGPDIP,E10T100,Speed,Technical,3.95,0.556,80.2,4374,59,7,3
UVGPDIP,E01M100,Sketching,Competition,4.27,0.585,264.1,4374,2,6,1
URXUVK8,E09R100,Webinar,Career,4.43,0.489,15.5,3908,52,8,0
URXUVK8,E06C100,Concerts,Cultural,4.48,0.822,222.4,3908,30,0,2
UFVZTQ8,E05C121,Poetry,Cultural,3.65,0.56,280.6,2243,25,3,2
UFVZTQ8,E11C100,Concerts,Cultural,3.76,0.526,200.6,2243,60,0,2
UFVZTQ8,E03R100,Webinar,Career,4.09,0.748,137.3,2243,16,8,0
U5WJ5F1,E05C100,Concerts,Cultural,3.23,0.342,23.0,845,24,0,2
U5WJ5F1,E09T100,Nimbus,Technical,4.12,0.801,276.8,845,53,2,3
U5WJ5F1,E07T100,Reload,Technical,3.64,0.715,146.4,845,41,5,3
URHZBAD,E07R100,Webinar,Career,3.68,0.506,18.4,3847,40,8,0
URHZBAD,E02R100,Webinar,Career,4.75,0.592,210.0,3847,10,8,0
URHZBAD,E04R100,Webinar,Career,4.04,0.663,149.7,3847,22,8,0
UPZEJ6O,E07T100,Speed,Technical,3.93,0.513,46.1,3676,41,7,3
UPZEJ6O,E12T100,Nimbus,Technical,4.44,0.582,72.1,3676,71,2,3
U4LBO0B,E01R100,Webinar,Career,4.32,0.663,28.7,651,4,8,0
U4LBO0B,E07M142,Poster Making,Competition,4.15,0.669,176.5,651,39,4,1
U4LBO0B,E08R100,Webinar,Career,3.51,0.579,190.4,651,46,8,0
U4LBO0B,E11M100,Sketching,Competition,4.33,0.635,156.7,651,62,6,1
U0JL0Y5,E07C100,Concerts,Cultural,4.33,0.91,247.0,68,36,0,2
UAXSY0Q,E01C100,Concerts,Cultural,4.1,0.594,259.7,1547,0,0,2
UAXSY0Q,E06R100,Webinar,Career,3.97,0.752,188.5,1547,34,8,0
UAXSY0Q,E03M142,Poster Making,Competition,4.52,0.592,13.7,1547,15,4,1
UAXSY0Q,E07M142,Poster Making,Competition,4.36,0.559,211.6,1547,39,4,1
UAXSY0Q,E04C100,Garba Night,Cultural,3.71,0.629,131.2,1547,18,1,2
UA3MKSD,E03T100,Nimbus,Technical,3.87,0.534,174.0,1415,17,2,3
UA3MKSD,E09R100,Webinar,Career,5.0,0.72,198.2,1415,52,8,0
UN6HH3V,E08C100,Concerts,Cultural,4.39,0.658,111.6,3254,42,0,2
UN6HH3V,E04R100,Webinar,Career,3.76,0.632,276.0,3254,22,8,0
UN6HH3V,E10R100,Webinar,Career,4.19,0.474,48.9,3254,58,8,0
U9JDT7R,E03C100,Concerts,Cultural,3.82,0.698,204.7,1317,12,0,2
U9JDT7R,E09M142,Poster Making,Competition,3.77,0.323,11.3,1317,51,4,1
U1IDDI0,E11C121,Poetry,Cultural,3.67,0.711,278.1,217,61,3,2
UETS8CR,E10M142,Poster Making,Competition,4.0,0.321,42.6,2108,57,4,1
UW9ZVPY,E02R100,Webinar,Career,3.75,0.42,37.5,4489,10,8,0
UW9ZVPY,E06M100,Sketching,Competition,3.38,0.555,106.6,4489,32,6,1
UW9ZVPY,E02T100,Speed,Technical,3.32,0.392,118.3,4489,11,7,3
UKYQZMG,E08M100,Sketching,Competition,4.48,0.596,72.1,2936,44,6,1
UKYQZMG,E05C100,Concerts,Cultural,4.43,0.708,179.7,2936,24,0,2
UKYQZMG,E03R100,Webinar,Career,3.29,0.742,138.4,2936,16,8,0
UKYQZMG,E08C100,Concerts,Cultural,2.69,0.43,19.9,2936,42,0,2
UKYQZMG,E05R100,Webinar,Career,3.7,0.565,102.7,2936,28,8,0
U57KZXH,E03R100,Webinar,Career,4.06,0.579,245.0,742,16,8,0
UNEAIDG,E02T100,Speed,Technical,4.4,0.767,210.0,3296,11,7,3
U6LODO7,E08C121,Poetry,Cultural,4.36,0.554,220.2,931,43,3,2
U6LODO7,E09T100,Reload,Technical,3.22,0.595,212.5,931,53,5,3
U6LODO7,E01M100,Sketching,Competition,4.35,0.597,100.2,931,2,6,1
U4Z8DR6,E08M100,Sketching,Competition,4.13,0.45,38.9,712,44,6,1
U4Z8DR6,E06C121,Poetry,Cultural,3.62,0.495,89.0,712,31,3,2
U4Z8DR6,E05C100,Concerts,Cultural,4.65,0.852,251.2,712,24,0,2
UIKNN77,E07M100,Sketching,Competition,4.24,0.882,294.3,2628,38,6,1
UIKNN77,E07C100,Concerts,Cultural,4.26,0.582,153.2,2628,36,0,2
UIKNN77,E12C100,Concerts,Cultural,4.17,0.619,12.8,2628,66,0,2
UIKNN77,E02M142,Poster Making,Competition,4.65,0.49,50.6,2628,9,4,1
U7230X3,E03M142,Poster Making,Competition,3.47,0.461,103.4,1002,15,4,1
U7230X3,E07C100,Garba Night,Cultural,4.28,0.706,177.8,1002,36,1,2
U7230X3,E05M100,Sketching,Competition,3.77,0.527,31.8,1002,26,6,1
UK93MEA,E01T100,Speed,Technical,3.73,0.633,283.6,2856,5,7,3
UK93MEA,E02T100,Nimbus,Technical,4.26,0.698,115.9,2856,11,2,3
UIUCNW6,E08C100,Concerts,Cultural,4.1,0.918,274.6,2662,42,0,2
UMU6ZOC,E10M142,Poster Making,Competition,4.59,0.829,236.4,3206,57,4,1
UMU6ZOC,E08C121,Poetry,Cultural,4.7,0.514,229.1,3206,43,3,2
UMU6ZOC,E01C100,Concerts,Cultural,3.5,0.665,185.9,3206,0,0,2
UMU6ZOC,E11M142,Poster Making,Competition,4.56,0.615,191.8,3206,63,4,1
UMU6ZOC,E06M100,Sketching,Competition,2.96,0.632,195.0,3206,32,6,1
UDBSJ3W,E07T100,Speed,Technical,3.9,0.637,192.3,1903,41,7,3
UHLBJOE,E06C121,Poetry,Cultural,3.57,0.6,170.6,2478,31,3,2
UBTE90Q,E06R100,Webinar,Career,4.02,0.597,296.1,1671,34,8,0
UBTE90Q,E04R100,Webinar,Career,3.66,0.619,222.4,1671,22,8,0
U2FBSSY,E09R100,Webinar,Career,4.05,0.723,235.3,362,52,8,0
U2FBSSY,E09R100,Webinar,Career,3.14,0.703,263.0,362,52,8,0
U2FBSSY,E05T100,Reload,Technical,3.84,0.415,72.5,362,29,5,3
U49B5AF,E11R100,Webinar,Career,4.22,0.403,34.3,602,64,8,0
U49B5AF,E04R100,Webinar,Career,4.4,0.453,150.0,602,22,8,0
U49B5AF,E12R100,Webinar,Career,3.55,0.777,159.1,602,70,8,0
U49B5AF,E11T100,Reload,Technical,4.96,0.669,250.5,602,65,5,3
UAGULAZ,E01R100,Webinar,Career,3.92,0.602,138.7,1475,4,8,0
UAGULAZ,E07R100,Webinar,Career,5.0,0.507,175.5,1475,40,8,0
UAGULAZ,E11R100,Webinar,Career,4.24,0.452,162.9,1475,64,8,0
UY0YJU7,E10T100,Reload,Technical,3.84,0.578,21.1,4719,59,5,3
U1SD76X,E08C100,Concerts,Cultural,4.11,0.738,188.4,267,42,0,2
U1SD76X,E04C100,Garba Night,Cultural,4.38,0.85,250.1,267,18,1,2
UJZ8DLV,E10M100,Sketching,Competition,4.52,0.572,55.7,2813,56,6,1
UJZ8DLV,E03T100,Speed,Technical,4.51,0.633,182.4,2813,17,7,3
UJZ8DLV,E05T100,Reload,Technical,4.48,0.647,182.1,2813,29,5,3
UJZ8DLV,E09M100,Sketching,Competition,4.22,0.399,57.6,2813,50,6,1
UY005V7,E08R100,Webinar,Career,4.66,0.38,45.8,4717,46,8,0
UY005V7,E04C121,Poetry,Cultural,4.1,0.959,294.2,4717,19,3,2
UBLCMEU,E08R100,Webinar,Career,4.39,0.552,124.2,1642,46,8,0
UBLCMEU,E05C100,Garba Night,Cultural,3.69,0.425,76.0,1642,24,1,2
UBLCMEU,E10T100,Reload,Technical,3.86,0.394,59.7,1642,59,5,3
UBXB4CW,E07R100,Webinar,Career,3.49,0.557,203.6,1690,40,8,0
UBXB4CW,E10R100,Webinar,Career,3.67,0.645,186.7,1690,58,8,0
UBXB4CW,E09C121,Poetry,Cultural,4.21,0.83,196.6,1690,49,3,2
U9742CS,E05R100,Webinar,Career,3.81,0.313,35.5,1271,28,8,0
UOBQN7D,E07C100,Concerts,Cultural,3.52,0.639,269.1,3430,36,0,2
UOBQN7D,E09M100,Sketching,Competition,3.67,0.642,122.9,3430,50,6,1
UOBQN7D,E10M142,Poster Making,Competition,3.77,0.43,100.9,3430,57,4,1
UOBQN7D,E09C100,Concerts,Cultural,4.22,0.734,144.1,3430,48,0,2
UTTD26U,E01T100,Reload,Technical,4.28,0.474,123.1,4141,5,5,3
UTTD26U,E04R100,Webinar,Career,4.26,0.763,260.4,4141,22,8,0
UTTD26U,E02M100,Sketching,Competition,4.08,0.699,279.5,4141,8,6,1
UTTD26U,E08M142,Poster Making,Competition,3.82,0.665,98.0,4141,45,4,1
UJQ5IMB,E09M100,Sketching,Competition,3.9,0.665,260.5,2773,50,6,1
UZMBPKZ,E01T100,Speed,Technical,3.85,0.549,236.6,4940,5,7,3
UZMBPKZ,E05M100,Sketching,Competition,3.82,0.65,279.9,4940,26,6,1
UFUE0E1,E12T100,Nimbus,Technical,3.74,0.69,81.3,2238,71,2,3
U4W7NF3,E11T100,Speed,Technical,2.96,0.705,177.3,699,65,7,3
U4W7NF3,E06C121,Poetry,Cultural,3.18,0.516,89.6,699,31,3,2
U4W7NF3,E12M142,Poster Making,Competition,3.98,0.786,249.0,699,69,4,1
UEQL3WX,E03C121,Poetry,Cultural,4.46,0.583,11.5,2099,13,3,2
UEQL3WX,E02C100,Concerts,Cultural,3.82,0.618,173.8,2099,6,0,2
UEQL3WX,E11C121,Poetry,Cultural,2.85,0.641,108.4,2099,61,3,2
UEQL3WX,E11C100,Concerts,Cultural,4.27,0.426,103.6,2099,60,0,2
UEQL3WX,E04M142,Poster Making,Competition,3.89,0.754,197.0,2099,21,4,1
UB6N85K,E10M142,Poster Making,Competition,4.11,0.725,256.9,1586,57,4,1
UB6N85K,E08M100,Sketching,Competition,3.54,0.54,186.7,1586,44,6,1
UB6N85K,E10C100,Garba Night,Cultural,3.78,0.865,257.4,1586,54,1,2
UB6N85K,E08R100,Webinar,Career,4.52,0.59,86.7,1586,46,8,0
UD0FEFQ,E09M100,Sketching,Competition,3.48,0.555,160.7,1854,50,6,1
UD0FEFQ,E12M142,Poster Making,Competition,4.34,0.723,140.7,1854,69,4,1
UD0FEFQ,E10T100,Speed,Technical,3.85,0.599,13.4,1854,59,7,3
UD0FEFQ,E11T100,Speed,Technical,3.79,0.594,171.5,1854,65,7,3
U0RLVU4,E05C100,Concerts,Cultural,4.36,0.751,201.8,99,24,0,2
UYDW9TB,E06R100,Webinar,Career,4.03,0.675,181.7,4771,34,8,0
UYDW9TB,E08C100,Concerts,Cultural,3.98,0.69,223.5,4771,42,0,2
UYDW9TB,E03M142,Poster Making,Competition,4.72,0.71,175.7,4771,15,4,1
UYDW9TB,E11C121,Poetry,Cultural,4.42,0.664,29.4,4771,61,3,2
UYDW9TB,E02T100,Speed,Technical,3.34,0.329,43.8,4771,11,7,3
UV507EB,E02M142,Poster Making,Competition,4.51,0.536,183.0,4325,9,4,1
UV507EB,E01C100,Concerts,Cultural,3.8,0.46,89.7,4325,0,0,2
UV507EB,E10R100,Webinar,Career,4.98,0.367,33.1,4325,58,8,0
U1ZZ2C0,E08R100,Webinar,Career,3.89,0.696,134.6,304,46,8,0
U8FFHNY,E12T100,Nimbus,Technical,4.88,0.558,170.8,1160,71,2,3
U8FFHNY,E01M100,Sketching,Competition,4.21,0.736,105.3,1160,2,6,1
U8FFHNY,E12C100,Garba Night,Cultural,4.17,0.804,218.9,1160,66,1,2
U8FFHNY,E10C100,Concerts,Cultural,4.19,0.753,196.7,1160,54,0,2
UWCXE3L,E12C121,Poetry,Cultural,3.08,0.443,106.5,4500,67,3,2
UWCXE3L,E04M142,Poster Making,Competition,4.55,0.612,228.9,4500,21,4,1
UWCXE3L,E11M142,Poster Making,Competition,4.33,0.587,198.1,4500,63,4,1
UWCXE3L,E12M142,Poster Making,Competition,4.39,0.716,194.9,4500,69,4,1
UWCXE3L,E07T100,Speed,Technical,2.96,0.579,170.5,4500,41,7,3
UDN8N32,E01R100,Webinar,Career,4.15,0.346,13.3,1948,4,8,0
UDN8N32,E12T100,Reload,Technical,3.88,0.664,212.0,1948,71,5,3
UDN8N32,E05M100,Sketching,Competition,4.88,0.442,119.1,1948,26,6,1
U1NGHB7,E05C121,Poetry,Cultural,3.48,0.752,283.4,248,25,3,2
UJ6TJFN,E01C100,Garba Night,Cultural,3.21,0.581,247.2,2709,0,1,2
UP7KZOB,E01C121,Poetry,Cultural,3.02,0.652,180.4,3558,1,3,2
UP7KZOB,E01C100,Garba Night,Cultural,4.87,0.384,83.1,3558,0,1,2
UP7KZOB,E05M100,Sketching,Competition,3.86,0.369,69.1,3558,26,6,1
UP7KZOB,E08C121,Poetry,Cultural,4.86,0.634,108.7,3558,43,3,2
UP7KZOB,E01R100,Webinar,Career,4.16,0.71,148.2,3558,4,8,0
U1VKD3M,E03C100,Concerts,Cultural,3.72,0.453,95.9,285,12,0,2
U1VKD3M,E07M100,Sketching,Competition,4.61,0.652,159.3,285,38,6,1
UKT76BO,E09T100,Speed,Technical,4.02,0.694,58.0,2915,53,7,3
UA0ELPI,E11T100,Speed,Technical,3.95,0.622,293.5,1400,65,7,3
U5WEUWX,E04R100,Webinar,Career,4.8,0.319,41.3,843,22,8,0
U5WEUWX,E01R100,Webinar,Career,5.0,0.714,280.3,843,4,8,0
U5WEUWX,E04M100,Sketching,Competition,4.07,0.596,274.9,843,20,6,1
UBZBZ36,E03M142,Poster Making,Competition,4.24,0.781,162.4,1698,15,4,1
UBZBZ36,E03R100,Webinar,Career,3.74,0.568,220.2,1698,16,8,0
USQQN1D,E11C100,Concerts,Cultural,3.87,0.656,136.5,4006,60,0,2
USQQN1D,E11R100,Webinar,Career,3.23,0.707,192.7,4006,64,8,0
USQQN1D,E11C121,Poetry,Cultural,4.78,0.473,108.8,4006,61,3,2
UVWQJ21,E06C121,Poetry,Cultural,4.1,0.461,97.3,4442,31,3,2
UVWQJ21,E03C121,Poetry,Cultural,5.0,0.608,177.7,4442,13,3,2
UVWQJ21,E11R100,Webinar,Career,3.93,0.661,154.5,4442,64,8,0
UVWQJ21,E02C121,Poetry,Cultural,4.25,0.776,178.1,4442,7,3,2
UVWQJ21,E03R100,Webinar,Career,4.01,0.625,93.1,4442,16,8,0
UV5Q340,E01R100,Webinar,Career,4.04,0.628,116.4,4330,4,8,0
UV5Q340,E04R100,Webinar,Career,3.79,0.676,34.3,4330,22,8,0
UV5Q340,E02R100,Webinar,Career,3.97,0.548,25.2,4330,10,8,0
UV5Q340,E01T100,Nimbus,Technical,3.76,0.412,83.5,4330,5,2,3
UNHAE34,E02C100,Concerts,Cultural,3.74,0.659,31.5,3310,6,0,2
UNHAE34,E02C100,Concerts,Cultural,4.03,0.43,40.1,3310,6,0,2
UNHAE34,E04C100,Garba Night,Cultural,4.14,0.748,245.7,3310,18,1,2
UA2KPJJ,E10R100,Webinar,Career,3.7,0.404,21.3,1408,58,8,0
UA2KPJJ,E11T100,Speed,Technical,4.37,0.66,201.1,1408,65,7,3
UA2KPJJ,E01C121,Poetry,Cultural,4.46,0.488,89.0,1408,1,3,2
UA2KPJJ,E08C100,Concerts,Cultural,3.99,0.878,262.7,1408,42,0,2
U2JUPM8,E08R100,Webinar,Career,4.2,0.698,150.6,384,46,8,0
U2JUPM8,E08R100,Webinar,Career,4.52,0.736,98.6,384,46,8,0
UJW3N1O,E06R100,Webinar,Career,3.88,0.743,160.1,2798,34,8,0
UOQCVQ8,E02R100,Webinar,Career,4.23,0.486,120.8,3497,10,8,0
UOQCVQ8,E08C100,Concerts,Cultural,3.78,0.722,173.6,3497,42,0,2
UOQCVQ8,E10T100,Nimbus,Technical,3.53,0.615,43.2,3497,59,2,3
UOQCVQ8,E09M100,Sketching,Competition,4.05,0.628,299.1,3497,50,6,1
U6DYAQE,E07C121,Poetry,Cultural,3.92,0.737,133.4,904,37,3,2
U6DYAQE,E01M100,Sketching,Competition,4.65,0.476,111.0,904,2,6,1
U2W4YXS,E10C100,Concerts,Cultural,3.54,0.703,216.0,430,54,0,2
U2W4YXS,E02C121,Poetry,Cultural,3.73,0.69,115.5,430,7,3,2
U2W4YXS,E12C100,Concerts,Cultural,3.81,0.796,251.6,430,66,0,2
U2W4YXS,E07T100,Reload,Technical,4.72,0.584,141.7,430,41,5,3
U2W4YXS,E08T100,Reload,Technical,4.05,0.65,218.7,430,47,5,3
UMWIF1Y,E11M142,Poster Making,Competition,3.45,0.466,41.2,3215,63,4,1
UMWIF1Y,E06R100,Webinar,Career,2.82,0.597,255.4,3215,34,8,0
UMWIF1Y,E06M100,Sketching,Competition,4.28,0.585,223.4,3215,32,6,1
UMWIF1Y,E03R100,Webinar,Career,3.97,0.456,71.4,3215,16,8,0
UMWIF1Y,E06T100,Speed,Technical,3.64,0.667,52.1,3215,35,7,3
UE199YS,E04T100,Nimbus,Technical,4.12,0.41,101.7,1995,23,2,3
UE199YS,E07T100,Reload,Technical,3.08,0.678,293.1,1995,41,5,3
UE199YS,E07C100,Garba Night,Cultural,3.69,0.385,84.5,1995,36,1,2
UE199YS,E01C100,Garba Night,Cultural,4.8,0.431,142.3,1995,0,1,2
UE199YS,E04M100,Sketching,Competition,4.37,0.674,18.7,1995,20,6,1
U1WPZBC,E05C100,Concerts,Cultural,4.35,0.721,125.2,287,24,0,2
U1WPZBC,E07R100,Webinar,Career,3.29,0.675,175.7,287,40,8,0
U1WPZBC,E07M142,Poster Making,Competition,4.38,0.86,286.4,287,39,4,1
U1WPZBC,E05C100,Concerts,Cultural,3.43,0.666,159.9,287,24,0,2
U4LI9I9,E03C121,Poetry,Cultural,4.82,0.638,247.5,653,13,3,2
U4LI9I9,E11R100,Webinar,Career,4.51,0.528,168.7,653,64,8,0
U4LI9I9,E09R100,Webinar,Career,4.64,0.551,21.8,653,52,8,0
UM6HLLV,E04M142,Poster Making,Competition,3.91,0.711,101.4,3116,21,4,1
U6GEZN1,E09M100,Sketching,Competition,4.2,0.754,176.9,911,50,6,1
U6GEZN1,E01T100,Nimbus,Technical,3.61,0.628,285.7,911,5,2,3
U6GEZN1,E10C100,Garba Night,Cultural,3.98,0.881,259.1,911,54,1,2
U6GEZN1,E06R100,Webinar,Career,3.72,0.363,76.2,911,34,8,0
U6GEZN1,E04T100,Nimbus,Technical,3.66,0.402,73.8,911,23,2,3
UWMQMSD,E11C121,Poetry,Cultural,4.8,0.599,68.3,4533,61,3,2
UWMQMSD,E06M100,Sketching,Competition,3.99,0.592,277.5,4533,32,6,1
UWMQMSD,E12R100,Webinar,Career,4.12,0.879,257.3,4533,70,8,0
UWMQMSD,E06M142,Poster Making,Competition,4.13,0.653,234.7,4533,33,4,1
UWMQMSD,E10M142,Poster Making,Competition,4.19,0.657,123.9,4533,57,4,1
UTMC0UN,E12T100,Speed,Technical,3.68,0.627,156.3,4115,71,7,3
UTMC0UN,E03T100,Reload,Technical,4.74,0.671,144.7,4115,17,5,3
UQ42BO0,E11C100,Concerts,Cultural,3.34,0.734,83.5,3688,60,0,2
UQ42BO0,E09T100,Reload,Technical,4.33,0.607,156.5,3688,53,5,3
UDRNG58,E07M142,Poster Making,Competition,3.62,0.296,18.8,1967,39,4,1
UDRNG58,E01R100,Webinar,Career,4.72,0.502,48.2,1967,4,8,0
UJ1PG7L,E02C121,Poetry,Cultural,3.73,0.714,267.1,2692,7,3,2
UJ1PG7L,E11T100,Reload,Technical,3.62,0.681,228.0,2692,65,5,3
UJ1PG7L,E05M100,Sketching,Competition,4.06,0.589,132.6,2692,26,6,1
UJ1PG7L,E11M100,Sketching,Competition,4.19,0.603,160.0,2692,62,6,1
UQEQQLD,E12C121,Poetry,Cultural,4.05,0.391,117.3,3730,67,3,2
UQEQQLD,E10M100,Sketching,Competition,3.76,0.859,224.8,3730,56,6,1
UIMOFF4,E03M142,Poster Making,Competition,3.73,0.739,237.4,2635,15,4,1
UIMOFF4,E11T100,Nimbus,Technical,4.71,0.782,231.4,2635,65,2,3
UVIPZ50,E09R100,Webinar,Career,3.89,0.588,219.6,4387,52,8,0
UVIPZ50,E09R100,Webinar,Career,4.05,0.474,69.3,4387,52,8,0
UVIPZ50,E05T100,Nimbus,Technical,4.12,0.472,108.0,4387,29,2,3
UVIPZ50,E04T100,Reload,Technical,4.54,0.449,146.3,4387,23,5,3
UVIPZ50,E12M100,Sketching,Competition,4.26,0.491,105.9,4387,68,6,1
UB9DRDQ,E06T100,Reload,Technical,3.28,0.549,228.9,1596,35,5,3
UB9DRDQ,E11C100,Concerts,Cultural,3.33,0.505,105.5,1596,60,0,2
UB9DRDQ,E08M142,Poster Making,Competition,3.42,0.629,50.1,1596,45,4,1
UUDDYT5,E01T100,Nimbus,Technical,5.0,0.442,125.7,4213,5,2,3
UUDDYT5,E07R100,Webinar,Career,3.8,0.931,294.2,4213,40,8,0
UUDDYT5,E02R100,Webinar,Career,3.82,0.628,75.5,4213,10,8,0
U1O611V,E08R100,Webinar,Career,4.86,0.667,187.5,253,46,8,0
U1O611V,E08C100,Garba Night,Cultural,4.51,0.459,135.6,253,42,1,2
U1O611V,E06C100,Garba Night,Cultural,3.93,0.651,30.6,253,30,1,2
U1O611V,E06C121,Poetry,Cultural,3.18,0.573,151.5,253,31,3,2
UXXWL9Y,E04R100,Webinar,Career,4.09,0.799,213.6,4711,22,8,0
UXXWL9Y,E09C100,Concerts,Cultural,3.99,0.721,158.8,4711,48,0,2
UXXWL9Y,E08M142,Poster Making,Competition,4.25,0.906,262.9,4711,45,4,1
UXXWL9Y,E07C100,Garba Night,Cultural,4.35,0.752,93.8,4711,36,1,2
UXXWL9Y,E02R100,Webinar,Career,4.43,0.488,35.0,4711,10,8,0
U8YQM6X,E10R100,Webinar,Career,4.29,0.729,281.6,1241,58,8,0
U8YQM6X,E06M100,Sketching,Competition,3.12,0.723,119.7,1241,32,6,1
U8YQM6X,E04R100,Webinar,Career,3.95,0.558,177.2,1241,22,8,0
U8E3IZW,E11M142,Poster Making,Competition,3.65,0.896,239.7,1154,63,4,1
U8E3IZW,E10M100,Sketching,Competition,3.79,0.657,104.1,1154,56,6,1
U8E3IZW,E06M100,Sketching,Competition,3.14,0.761,217.7,1154,32,6,1
U8E3IZW,E09T100,Speed,Technical,4.31,0.608,49.3,1154,53,7,3
U8E3IZW,E08T100,Speed,Technical,3.81,0.598,94.5,1154,47,7,3
UH3H87S,E07T100,Speed,Technical,4.28,0.61,52.0,2404,41,7,3
UH3H87S,E01R100,Webinar,Career,3.77,0.684,245.3,2404,4,8,0
UH3H87S,E09M142,Poster Making,Competition,3.3,0.494,74.6,2404,51,4,1
UH3H87S,E03R100,Webinar,Career,4.3,0.642,218.0,2404,16,8,0
UH3H87S,E11T100,Speed,Technical,4.39,0.752,283.6,2404,65,7,3
UVGELCV,E12T100,Nimbus,Technical,4.37,0.816,163.1,4371,71,2,3
UVGELCV,E01R100,Webinar,Career,3.95,0.757,166.6,4371,4,8,0
UJXCQCL,E01C100,Concerts,Cultural,4.16,0.621,143.7,2806,0,0,2
U3YX3V6,E02T100,Nimbus,Technical,3.55,0.637,104.5,560,11,2,3
U3YX3V6,E06R100,Webinar,Career,4.02,0.542,147.9,560,34,8,0
U3YX3V6,E03C100,Concerts,Cultural,3.86,0.678,184.8,560,12,0,2
U3YX3V6,E02M100,Sketching,Competition,3.67,0.821,295.9,560,8,6,1
U3YX3V6,E03C121,Poetry,Cultural,4.06,0.876,282.0,560,13,3,2
UVTVNZ2,E05T100,Reload,Technical,4.26,0.868,260.0,4430,29,5,3
UVTVNZ2,E03C121,Poetry,Cultural,3.96,0.743,267.8,4430,13,3,2
UVTVNZ2,E02M100,Sketching,Competition,4.76,0.742,145.7,4430,8,6,1
UVTVNZ2,E11C100,Concerts,Cultural,4.4,0.694,200.7,4430,60,0,2
UG2WXHZ,E02M100,Sketching,Competition,5.0,0.696,269.6,2266,8,6,1
UG2WXHZ,E03T100,Nimbus,Technical,4.13,0.419,124.0,2266,17,2,3
UG2WXHZ,E05R100,Webinar,Career,4.37,0.912,288.9,2266,28,8,0
UG2WXHZ,E10R100,Webinar,Career,2.94,0.538,130.6,2266,58,8,0
UG2WXHZ,E06C100,Concerts,Cultural,4.29,0.481,184.3,2266,30,0,2
UWKQU68,E11T100,Speed,Technical,3.88,0.738,215.8,4524,65,7,3
